,0,1
0408a12022f6bbb484a0c204767f24380838b7093213a8d942f6b0e380813474,0.6893635,-0.29141784
040e5ba714b9be4376577934a7fc69b05f7b6d8d92f67b21a8dfe97893cd006c,1.3019698,-1.1108222
040fe725516664c87e7b6c609de0f570401a2c5a7d8b11e619ea8e92f660f6e0,1.3269912,-1.470526
041932b19d7e34e31b9793ce58ea165b146ccfa64e5098315ff2b5ef8ea3be74,1.1648061,-0.9927654
0427dfadfdcd12a7a2b4f17e347214bc4826cedf1405efe96a9f04499d5bbf54,0.812534,-0.6169338
042e0091e04ca4d15373b73cbdbb1e2a382b0cf1d6041083cef63e53df1036a1,1.0623488,-0.9355366
043092cb44aae00a803626aee0b4a19e5eb2290de6d68ca145fddb01f02357df,0.52255845,-0.22626948
043c18ba6855e4a804845f4d9526cfdc339286ca29b36b4cdafd64c15b22c328,1.2262723,-1.3717327
044729cb8c2169859fdcc57203947d6fc3acac8b919647b3a89c7cb02313be5c,1.7632215,-2.1612382
0448e200543b43f10d7da55eeee72ef67d743e3bffc41b645ac7a2a1557b1e51,1.099433,-0.9575131
044f233043160150c51c030e6d11fb6b6f8116f4c26a9ff9544ecd8809b038ba,0.6824441,-0.28650546
045af0ca372dfbc7e51d221e3f16cbf289b9c3bca398a9a72ec4f9fbe38b6dd0,1.0865095,-1.1599267
045bef1081eb540e0efa81c90d9981a4b75dd320ea8f76da18e721a43ea99256,0.9902141,-0.99071765
0468468b481cd276a1ddd39c49e74238b483f07a9e5b0d20d653fa5b2fdf7b23,1.5249891,-1.6520717
0477c33486aa1ceb9396edb5b072c93c7c92499f406c0978f89d2ac414363fd4,1.4080544,-1.6396182
047874b24d99f32e3e7da324d8c95d9a6ffc32583cd72a073b706600dc57ab3a,1.0815963,-1.185823
0483902020bfcfca6b44396d4767a2f9f525e786538ffcceebce9f0718636068,0.39086813,-0.2491622
048853bc3c0af78da2f5dc33080b12b12989f0045073aa6e4b272b9db410c52e,0.93600833,-0.91441774
048eebb5b66fc0ca0699139ac5d270f3d345dd71a40f39bbd134f55b816c425d,1.2959704,-1.411382
04a3bc8705df4aa4db448411d1ab20f01c3e1d6a29f885d20f951b8f9f5ae2e4,1.0385466,-1.0468197
04adb2c255cd95900a9a2fa7c09ed344c6dcdaf1f5e47d01455876446f1645c1,1.3455491,-1.2027392
04beda297482dfe1c50d28e30ec24d168f1f77de7a55c19f0286e3cb678ea80f,1.0476997,-0.86539125
04c2f6e5f7c87b8839f0f1f75011cd320085b0f3b884426b56b1aee28ddcd93c,0.6275666,-0.25036037
04cb003c6a7dca48c653005feffa89109240a11553878dcd57799a5084189909,1.416898,-1.5244579
04e641114a410bc481a6e6e54292e3e49c456c43a7b62a6f0f7cccebe0dc230a,1.3506866,-1.482377
04e8a10f2de9499a30ec66814dbc9fccbd25e6168362d254c2e3b158c7a43c8c,1.0553997,-0.8468027
04fe4a8c0fe54df9a2cff916ca7a84af5334e2bbde323aa3f09234d293c19db4,1.1731539,-0.93221974
05020bb71083f7188c47a473f7107a77279621d38cc2d0926f7d23f8d0b62340,0.35152698,0.1165266
0511976cc93b18dee3a982d056141f018bc3289f58128b28d665a0f6e3bd6c3e,0.64350754,-0.7264247
051b2a567811beacdc18a5cd5eba85b9d2a482a68e71b806b23b1bd90c6fe035,1.3467677,-1.4195018
051c4f5e44470fe9ccbbd7b8155aa2d8302b17d6432864c69e517cbda6f3b79e,0.472727,-0.0052449703
051f9ca1005cc4ad55bbae3e4a5b41f5f4b28d67aff9aec4acb09bf57f2f86ae,1.2001872,-1.1360359
05330bce965d6d357d1dd2b68ba3ce53928003a699979c8faf754f4dec7a5ba4,1.3507738,-1.2289119
053d4e03e8dc864366569bfb4bddbaef7829167d6246f715da1e3cafd10e9f40,1.2473993,-1.3244202
054235d8558130d8e04aa360f83c24c56faed17d0b1e8c84ed44c4132589793c,0.73339415,-0.43980086
054e1e67998aa305b1d4a9cd3f638a9e9cad964ddf8f052b24b2c37e0c552d6e,1.2289071,-1.201294
054ec612c5ba793365bd01419fb64acb80354f5d852f57f21d283f4c6c1b4026,1.2812934,-1.2703047
055279e12726c7824910368e2e3f45622b7800f86942c1bf3106a8328aed5745,1.3299842,-1.3348856
05579323728c5406d2aea7776de9fd97f26d1c751c169681aa1cfb22367603dc,1.0420343,-0.81670547
055a20733d34079882fe0b81c33759c1f0e62379e18654665915aa519dc1e40b,0.8914666,-1.0539553
05727191806b8acc6e2a57794d6ea00f35297457b28e4a644613844d03f36b46,1.1325228,-1.0387907
0574c65d8eba0906fc4912b0c55740e56ea9dd20394d41a260a607b16ba12703,1.2014867,-1.2393632
0583964593d3d25c2712c0e82860b74b4f62d3a54ceff19ef1dd9a6487a84284,2.0077949,-3.3103313
05843bdb57a32f2836e6b18755b2c589c42d16146e4144fe7825f0f8afef4fd5,1.2198172,-1.1733499
0587114be1fbd058f1657de9943a9c7587ae5684085e1bb5e856394e9d56ac32,1.2259698,-1.1680756
058de23885a81ccc8222f1d8998ba92c644060bb081703ed57dfbd861c3a1ec0,0.9237908,-0.5426501
058e65f781fc44f83691f266ee6a2b7a583bd132ccd8d69e366e412272640539,0.6654818,-0.2606666
059599fd0c36ffb2a630cd9ef4dea46376b61707a27d03eb3b6b4fe7969776a7,1.0948632,-1.0406256
059fd8592217c161577904d598e052d6d025d73f55da3202a502047c067abe89,1.093323,-1.0634544
05a8801d1ee30326ab6d94ba1f5641a99357ef72dee9ce798a20e75e75e48bbb,0.95102906,-0.7277045
05b0fbe437a1a8f39e61e36b9b9aa1c41ebbc001e0e8c390618e4d2284ad1e7f,1.0132848,-0.8160877
05c0f5446781c81519980dff42711bdd8838018954ccd79a68b7dab5a8fffa0b,1.1636214,-0.8500314
05eb2e8cd514e572398478b117779462844cec63fea0abaf7734049fb4b43445,0.7958174,-0.4508257
05f0690a8361b25f63ee5ca380bec1b2e952d120964c9f421249304df6f6b829,1.4331423,-1.4139013
062ad273c06b210cf9f8acfb9c1c2a303c9e68060a64721cddb1b67467f2a574,1.6321298,-1.927773
063b0c852132215289b4e84905ed97590b557d98e13eb13805cb967c3c271980,1.4613452,-1.7689698
063c8fecff2e04d08b139e68fcdc86315d8c72bd51b4d1858b76ee2bebc4ca36,1.3737051,-1.4493132
063f66568f133f47f846f1eca8324f4f45313d52bf4eb8896a1d82bd797bc927,1.2527066,-1.1936419
064fb08e788cd7c2091ea8facb33ee13ef49b8ac79b7f84b0f9da7c34624ca7a,1.019418,-0.6579113
065985d09b1ce5a7330b81d1037f6d16d40b82f130c2bbca39ac9ee0aa24a267,1.0856768,-0.8639374
06677437c88a21a1c892ee88ce8be33cfe51becbb3b77d9d2055b514beb65d7f,0.8829565,-0.6113279
066f822be4de7367ddd63b652d1364866a9286ac09c3935b73e78db240204b20,0.7162707,-0.24221921
06895d3b5b3299625c921abed460ab380ddacba25c33213669180cae9ee20692,0.88272333,-0.49564266
06b32b8c4c598d1786431c67780d86ef9d7144c881484361e961fbfe00bda7c5,1.1732577,-1.0865495
06b9b2a3fdc8d05d6e06a43637c41368ef7bee6a989d709fe649bb204a209c9d,1.216632,-1.4825249
06d19f01d2f31c8de7d7fdd2cf29b0abddc8e39e39f6efbf87e48ccf8d0d6ebd,1.2340698,-1.2675011
06da587665020fa7b62dcbe127c2a4be0b38e2229ba002949f8ade6688ee1a67,1.2112498,-1.0777874
06e381f3078631adce62cdb8b9c94f49a9b0602014ee6d1a2e0d4a5d0784f510,1.2033093,-1.144103
06f8399a716721ffe63fd88d29a3944d4c7471148c3f98be01e2971bc81723e1,0.81953096,-0.24332952
0701e0dedd741727e96ee4dfd58b40812aa847128eb6331d5cd480eb4e8ed913,0.8969414,-0.7331555
0737cd91f706797c780ba389f174e514dc731e037dc54aa18c08c7ca0f98b096,1.1838486,-1.1724105
073b26d68781018604cd74ae2ba8c295c0ea242eb2d430b83658787ee7c0b035,1.7026379,-1.9990776
0746d9a9558ec89168e7a4e4725f34e30f26c07bb21b81601d297cfd3787c32a,1.3691669,-1.4537315
075e487366a13aade2058eb18b41cc6bce29e935740e5b6491997b488fe2bb84,0.90255475,-0.5319531
0785ae0e137b1a7edb0c33e91bb09083abad47d130661a469a2778dd42e6c49f,1.3456123,-1.5811944
078bc9f82283ef3faf5f87ce4f004be650d6aff4c03054bfb61c852747f3a66e,0.9437671,-0.9624932
078c4866d5d97505d9e0b8fe62c46b9763e83ffc135db03e22fb7f1d466ca3e8,1.0254575,-0.77678967
078fd88bca7ea3f0130f97e276facc847a8573a3af4ab1124ba14c9817b02203,1.0545712,-0.7877464
07926de586b105e7a2b1b69a16351b39eee7e5bf84940e3f3c1819e0cf6405e2,0.17187929,0.3760321
07a45ca0921209c304d46d4092bde15ae70a498411556ce5940430e26ff37431,0.4536785,0.28882837
07adffe0762bbfe8917b9ce297d4cd47347c754ebfee63688b2b0938834bb11c,1.1103407,-1.05966
07af7488ba92253db40396e0af1f3a02fb5595d17807aa3dc0ac41986e95edb1,0.59628606,0.1582737
07b598fcd20ae41c754d2c3a095fb1a707d97cd6b122af0b5c24c56061e49f1e,1.6563469,-1.9984648
07be0ff50e46fe56bd8987071c35c9f4f0e8e59c0e4ea622e6c57f5b1bc6c963,0.8596506,-0.7858503
07cdc8cf90fea32dfdfe7355de532c93f82d53b23e8e7085204d3ac9717bc2ee,1.1796328,-1.0696394
07daf6d57ab9fd386634e5914fe68c168f9eb8f8539880879afa930e9904e1b0,0.906109,-0.34751797
07e2264656543fcab0e5fc7875c4cb3fad4cb23c766ec7fcf90a797060cd02b2,1.0175354,-0.69410276
07f02b98c15bee176f52c169a100d108035f953e01960459f6ede43f3d396618,0.86381125,-0.5754609
07f05e6d5c082e817dcb18d6f6002c9cf717fef7510a4bc726a52342dfb5afa8,1.1808807,-1.1783648
081e490fad1a8b963268a438c3f239249eb2aae92fa56a04adb45dd1112bd86a,0.9948895,-0.7046709
0825ad6ccc56e8a419691bd75bb084019fee6b5d6e1e08ea7e20acae04ad9200,1.0869188,-0.99012184
082de211bb68d0970e07b3a640aa8f96887dfd1cac5d6e694580580500ef9254,1.2995312,-1.3415425
083d4e82b0604ca0e056528723170c2bb81ec0c4a41dd5313b0db517df1f1128,1.1649218,-1.5377235
08554ad7f72a0fd4feedbf99d4aba13fdf03c6c814ee6d6c039d1fe9fcb60d3f,1.075839,-0.89415884
085c39dfb0b3c33db531f68fa981bf82d93382359580ae942c18815490f04516,1.2831402,-1.3119354
085d31bb4a0ee2a605cd6928b8fbe3e2dcf8513a3331139fc21dbb48e25fa076,0.59346956,-0.1006999
08620f7013e74a55800578a002dbf2fa591515a4c030bfbf449f81522139ad1c,0.88379085,-0.9243958
086ae4db33f81395012fd2cfb1cefccca45978b7eea8e42a164e367f4c5ae6a8,1.119254,-0.9352815
0871265f3676a9063ade47d1120f6e2695ff57a14cb2dbf3afa508251858d2e1,1.0037203,-0.8880241
0871c60aff74d93722afa0950981901e26d66a3b777cf241e64c9bf0598a22a7,1.2965847,-1.2956216
08747f8044ef614d16a239d0fd1c54bfb1f6166acb60e72e6a01b3cbcd89c6e2,1.2944295,-1.2179682
08899cf591b665bf066ea0d8553fdedf0b86310623d0696d5406df18a3c69aa8,1.4942582,-1.6832826
08952b0385164ad7b11b0b5ebe86acdc6e77e1cb52bb2f24136a819db3ae648d,1.2374742,-1.1613045
0898e1936fedb070a3929bad065184ba87f8f0177f00d5fdfb1f97c105a0e8b5,0.9099957,-0.78096795
089e8eca48df8dc54b7c20aa56781ce5d6964d2863ba756eac6673f80ee9e9ba,0.4012093,0.19687986
089fb2cb16d12a4f0f2720e8584531265e39d9be62a7e095360836ff4f6b1132,1.3994404,-1.4695051
08b437fa017df5b97f58bac7c3316a0b1b4e77329ce83d3119e67c1b0c385359,0.5072592,0.22310686
08ccec798ffc3d984c01f281f235f4efd4fe28702d245eea80091e65bb01de82,1.2530532,-1.3010228
08ced09ecb145a91a699d0f7c42297ead8a60bafab32f2edcc26e5306b123f87,1.2010646,-1.2248242
08e189c52e54b6493cc0556eb0fbc87d7eb38725bd47fd90a87ff0b857577cb9,1.4803298,-1.6116753
08ebfad4d75b572bcb422255839eb70ca0dbc0d4fd78cda81fb6deda10749d35,0.9638252,-0.63487005
08fa12021013f11f3acf92bbc4a5d9f676dee0028432d019f0ccfd01c00d0215,0.6969614,-0.6612158
08fbacee29b12720bb1bbbaee8094954c1ccce7ec06a6b2339def651b7556de3,1.1978834,-1.1514332
09098a6d0f23e49d44133d31928207844db9dfdeb0dbcb0433aca76538ca2452,1.7015162,-2.0618663
090a503d9828ad82bce882492dbab84912010b5d1ac38763fcd91335df36b81d,0.8711313,-0.545851
090f5753b669fb260de50b4dc77dd9089ac54b5b5f3d541c2d68a4a25e4c9e1c,1.2131999,-1.4279785
0914d96c685dc1ca7960187fe84905568997d21b18d1ae067cb6a8df109d5bb2,0.62010604,-0.026089191
09164f77421cdac6c7337c05f182a2edfcf081077f2de9d4ce8ebeb5872e2ebf,0.37626278,0.081741214
0919fbba327b42d1f13ec7d9bc7bd3f3309c6deeac33e9cc094bb44f1d1d7eeb,1.352063,-1.6501045
091e1035dad67de22f63c507657981a8816e97469d01de5c8896669db53cbfc0,1.0472752,-0.8848753
092dc7e96e11f1cdec58968573d27084b98e92c1112fffb176186300b1f05299,1.4843838,-1.7771809
093038cb36a7bd28030c1f89ee82f3985542c37c6916f1beb77ead4c9bfb533f,0.8218683,-0.42334294
09437c06bc7b360e12ede1f378ae42040506726040c2b9eaa2daede1df046c02,1.621165,-1.9039669
094728ada4819b9375c0094878b6d1f92445c6dd5a6e5e8b828254da01c86d64,0.88525176,-0.81225395
09550190d36c84b587f5e43eabcc46eabd6bcdce89199c5f70387a80e8857d7b,1.2445501,-1.2992315
095777241616c13a9a1badd76c574651536ca26b4a3ee887abeacd008d1b1d53,1.3883052,-1.3045702
0958c53b7a5257161b09b45ee499f2f2c14b726b51d3f0c73d1bccebe19ff7aa,1.0537366,-0.86725736
095d67accb8fee782cbde2d0415769fc043ffaf6a85e6316ba724fd099558390,0.9045036,-0.6729176
09622eac99767f8643728b4bff2b0dc66eed9aff92de4aaa9afede231108fd01,1.0621827,-0.9935088
096898586278fc7ee54f4149eb5cfd888b68456dc7b1c4e30ca3c4443d6158ee,0.8563163,-0.4713937
0986cfb0304875e791f225bc38a62acc3e6bf2d042b139397509ac472c049bde,0.5900061,0.009749293
09a758a64c84bbad330e3bd4781e1f9d3876b3b0967c85e8e6d215f526982869,0.9649893,-0.9749975
09ad49814563aacaaf6f46826eac035699a807b710801496bf95d7fdc7d5960a,1.2556552,-1.272891
09ba82a5e086e3c095010e5a0b93d7300f31e5b89f94e325e817dcec586b0115,0.8868675,-0.7456074
09c8f34741e0d43ea9ea168427efa6c8f90a4fb29569eb4b1de40caec7836c28,1.3191099,-1.4722421
09d048f334da08e9e2e3277902cd3f79ab44cb7e9520a2d7e06c3d03e0ffad1c,0.6114482,-0.49926925
0a0d0f8ec83af26242db0fe487d65913750a0e86d8bf0c022750a9afadcee668,0.81530976,-0.54428864
0a17cc6fbc080bae24d2dc24415d4889b8c7c38fe5e335b1b7a64a4b92a883a4,0.7115464,-0.27887392
0a1c657d3f3f82dd0c50baae73f5dda280c2699b756bb38bafb8001a0ab0aa1b,0.5971811,0.0024015903
0a2294ef6a10b26b394eb00aafa1b6ff10535a8fd1615551df044aa96320ca33,0.8439003,-0.4837098
0a3059e1bc49326f66caed43e2a63de66b94a5afbef232333e2346dfd2cf97ef,1.0402809,-0.7809329
0a35350cdf6f43eafbabb0b46822f110aec9a107007b31646a7c920f5aa07435,1.5079165,-1.9133382
0a3f396289d0e43afa4bfe5954e99e66e3f4cb4f0454b6105c72b37a67067d08,0.9344907,-0.6987076
0a58b7c25019b3ba1b2b7587b7ba768ccb78d1cf1e786acb5cea2a985a6a7e24,0.5139509,0.27346742
0a91773464a7f7ba5398fbda75f475b3f963cd65f7a5b6d0f6e69df7528fe881,1.50154,-1.5218177
0a9e41cd092fd9dd750de3a3110ea598b7d1ed9a8b968c912aa85087b79b3000,1.341713,-1.2969422
0ab52a77e5e33cded473daff04657e2f6ab8d6ee0b3c3bb1a5aad86025a68811,1.4053701,-1.4890957
0acb5d7ed875689daa745b57824c3deaf936fb50457d5e85467b8f613818e007,1.1112335,-0.89199996
0accc09bf42a20afca7c4ba63db883cbf1d83453d858a327c1ea957e2b6e66e9,0.42164218,0.2694322
0ad0cd1a9905d9844cc8a1052f2d6ebc56c1c69d3dd0b85d7f8293daf9b71862,1.3611388,-1.2074132
0ad3ea163d266e454690f6f99b48615877f2408f1e84ab7957dafb0728a04fbd,0.89122176,-0.7240014
0ae2ab8f7ec9a141c36abd4b5763dd5732aee184f77484092c2ae15b102bf7ce,1.1569645,-1.0753877
0ae4bdf881ec805f4e19b2779bdbf715341d22b5ae4b0bbdb57b8c8035ead66b,1.2371157,-1.176132
0aed58a3932c6a7e2e158cf9877307a423a2399dae359aa093ec9ea6a893dba0,0.7064705,-0.28781474
0aedae0ab2171825e7e3ae3c9908b2752a1fd76f88884e2e0d340c184ec2d74d,0.45407403,-0.15065825
0b1f03550e7eaca251260033c1a4d0f907a64172c830a3454306f963ef3f9d43,1.2802675,-1.3337698
0b3541a6b8bd5af547fc03bba041587b6d86a31eda54b38be92b85edd457176a,1.1237578,-1.1135759
0b4038bd76c0ce3540ae244570173eaa9a00f1ca04ab264f90fa045394b51611,1.6746533,-2.089285
0b441342b5d90a7d0ea6817e5872a0a7bd5111a01e3fc129527e745c2dd7843f,1.3710313,-1.209456
0b47bb0f2bff8de260bf4b003b686a511cad9b762d557fbbe3cbf3453593192f,1.4853913,-1.4440525
0b5c4282329862d472ffdab595a5e7266964c692c2b0ec6cb90a1ada1d2e7764,1.0009841,-0.83556986
0b9f84e6a2c781ec76060e32da51764ddc77b6c95dd668dd6ce7eac2c1ffd189,1.1925385,-1.1536794
0ba178e60ff4c9da94da51d71a64778c5a2b5bce15568c37e81fdf1bf1166f1c,1.3128653,-1.4724722
0bc2e5cea46c332a2b0801da4d4971d95ae61b383a039e47aa1a73b5063e1f14,1.1146419,-1.3233497
0bca0acd01a58b01827b1684b73d5c0ec2c60a237a7bb1d168dd6fa70c6bcc09,0.8940697,-0.5425422
0bcb741593d33559d648cea92d90885d7f1b689a701af5752919addbf263ffbe,1.161164,-1.0201197
0bd7609c8e8fe03f0dab2dfddc079a2774975e815b673ed31b22f844bd3f2760,0.9068222,-0.96593904
0beda9feaf0d768f60bd19b3273ca4e04a10fde8b6ad14a3f1c7b5ef72dbefa7,0.7253747,-0.25613618
0beed72fcc8aa78a4289f0c2a2214b9c93cad13228100e5438ade19ff53b50d9,1.1243973,-0.9807043
0bf64b7c78a98d0931eb5e8a606eb163e3822057095d1cba3efdb90c9cd17022,0.7646713,-0.4596721
0bf669a554ff052cfaf01c49d9f6c4c8c5d0403c1213abee853a7a77cb216a77,1.1627288,-1.0814488
0c06c6f86338be70426ed7c60f1670c5a0c9b1a3940bb68e0f7b1a076e4d13e5,1.044617,-0.92600894
0c1cd5b67c42728cf00d59d198a7e22cf998155dd842c4f5c2355a2084a33fe4,1.0907378,-0.8795228
0c4c556d275f6c34619a4380f12f317a38fb45f1917f5bcdbae6be068d6b7bbe,0.39442426,0.2533456
0c4d2cb9cbc56984043629e89211242a3168465f8410c673e4a167ca86a72cc0,0.7484189,-0.37540996
