./data/dex_0-normal/f2a3c564df9c1ef60f19889f6fd0151e16a47f083ab518ad024decf5cb2f9bd8.vir.dex	940148	6.239633121274874
./data/dex_0-normal/c9730a0f2a353d004ffca067d37f53875ecc3539412c87da32156b9ad41abc61.vir.dex	87064	5.740206413795511
./data/dex_0-normal/775fb594ee63a9f8968585664c4bd34a2ad233b1dd5125ddb5f6a181c0d67274.vir.dex	412444	6.253236877888628
./data/dex_0-normal/a27a06c7f8182357eebbcc372df2447f1b805481d17adcbcd1d302e901092cb1.vir.dex	266620	5.777206075369128
./data/dex_0-normal/5d6526373c157a980abeb633e638dec68df7a899728a9e632a68df4113750ca7.vir.dex	44056	5.690738020515088
./data/dex_0-normal/4ec3f31580692760c8bd6875b624817ebce16668752d2d698dedbb9baee349ab.vir.dex	135444	5.841143650337475
./data/dex_0-normal/02edf44a92db50fd4c0383aad5e2c0fd52156de7af4fa796ec468cd543409e67.vir.dex	707008	6.183437604514211
./data/dex_0-normal/7acd3aeaf3ecca2ecfed662d565066042a3ba02a82957c9d8c4a0855dc627af5.vir.dex	42692	5.553472126518663
./data/dex_0-normal/c932df862e212f43f6cce5b51e53726a1b6fcad06fe1f259295880a24b3f64bb.vir.dex	23216	5.4763027260804025
./data/dex_0-normal/6e59a305aad653332943c306d3161637140ddb6102927010b0dbffd6f798333d.vir.dex	863580	6.220828333327974
./data/dex_0-normal/dc6adff5727bbae145dfb23efcaab3fa40cc92ae8f9dfffabd4a92dba19e8b93.vir.dex	26108	5.5899794975092885
./data/dex_0-normal/0f8f115e8e7d90149e8383ed9b08023fa5dd1ee58317d6fbd075fecb0773f27c.vir.dex	919944	6.14776941540965
./data/dex_0-normal/2aabafde4b65c0e7781f3e3832c79fca669653151e204b2cac46b5cb3bdf3999.vir.dex	46908	5.103280473784403
./data/dex_0-normal/c9c3b4cfe486bd4a3b2cc448a791b81c4ce41e8acfd46c7fccfe85443a1c933b.vir.dex	237612	5.4787599518210115
./data/dex_0-normal/e8f3c15849f335bdfba2d362a43ddfce285523f686f82dc7d132253bf9daf04b.vir.dex	209648	5.966456145804975
./data/dex_0-normal/16eee762d2dd5a7b458d13f5f70188744db2abd5fad30c773b9fba9561dd1f97.vir.dex	28944	5.3311929602283
./data/dex_0-normal/bd6acb6186b9fbc9ea56a6f196ed883d3bffb9f40a0a866e6cd2c1aa676e45c3.vir.dex	21028	5.507879375768185
./data/dex_0-normal/c544746a67cbcaee59e778e4e8434d9a91c39801a9d12bfab97ab2da2f544e74.vir.dex	946212	5.733847228745328
./data/dex_0-normal/d25db82304239c68d75730e5ebfb13bbbd7a7dcabfe0ee7ba90cb8d9c0619a85.vir.dex	237784	6.007504046993319
./data/dex_0-normal/03b211284404938c1680b6c2a25ee2bac1583082a3a6dd9ff97493b0cf004473.vir.dex	192996	6.016643198100745
./data/dex_0-normal/d04c1f9501a5d6a2ae44a5891afbd3f6fe024f80f406e17eb51f5975d785f304.vir.dex	78056	5.8551873365040015
./data/dex_0-normal/f35be5cab7cbe1f42ef3c5fbe23023dd14a8b6a69a511bf84549a332bc4df6ae.vir.dex	38488	5.496610366457327
./data/dex_0-normal/76c2a5d9edc287183a3e54380f9b801ff76682775ef4f16d881b7936967bd561.vir.dex	2697552	6.328032803948003
./data/dex_0-normal/1bd919b3df51fbdda18fe9c8b9baefb56efed562794ab222bd3b965138ee862c.vir.dex	7400	4.958119163405525
./data/dex_0-normal/7f7c40b2465c0c9aafa050241f526d389f3b132df88bd22a1ec7d556cba8c004.vir.dex	119500	5.811724572794574
./data/dex_0-normal/090a503d9828ad82bce882492dbab84912010b5d1ac38763fcd91335df36b81d.vir.dex	71656	5.506366183322247
./data/dex_0-normal/081e490fad1a8b963268a438c3f239249eb2aae92fa56a04adb45dd1112bd86a.vir.dex	99136	5.602773897724937
./data/dex_0-normal/4483f579bc7e3830591e23b21673746f075ed13732257ce208e05b153ab736e0.vir.dex	3491624	6.345272204330068
./data/dex_0-normal/d801ba2a9b3c192004aa3ac5c5648a9ae54ad3feabe5547ad6c4621cfd8af519.vir.dex	1368064	6.203565769106882
./data/dex_0-normal/6a7c02f01ed825cae9512d012f4540153b373a878a3e193ca598b393462a6d58.vir.dex	71116	5.652281239238692
./data/dex_0-normal/2cb10a05f117bfb8fe0ab5c548fd78cd129afec147f7a6170b32ff16f92b3c50.vir.dex	2552	4.571791608621916
./data/dex_0-normal/9167cd91c5457b9ef6d9fa6ada34297934c0ed5411a464e2e08638f4437ffe81.vir.dex	493112	5.80534375417224
./data/dex_0-normal/d2cf09d850d624fa13d392498e43fae816a325a5f583a1cd4d721efa04b55755.vir.dex	2441492	6.228812190221635
./data/dex_0-normal/b1d5ea0c4d690f8498f0e3d41ad2db1bb858f614f59c65456c44ced17d163bb3.vir.dex	294956	6.101699005592099
